제작품,만드는 작업대 수,가장 빠른 작업대,1개당 작업량(최고 속도),전체 작업대(1개당 작업량),key
밀리라 여행복,3,전기 재봉 작업대,4174,"전기 재봉 작업대(4174), 재봉 작업대(4571), 밀리라 재단 작업대(5217)",T:Milira_PathfinderCloak
밀리라 여행용 식량,3,전기 스토브,170,"전기 스토브(170), 스토브(170), 태양 조리대(296)",T:Milira_TravellerFood
밀리라 여행자 망토,3,전기 재봉 작업대,3130,"전기 재봉 작업대(3130), 재봉 작업대(3429), 밀리라 재단 작업대(3913)",T:Milira_Cloak
밀리라 여행자 후드,3,전기 재봉 작업대,2087,"전기 재봉 작업대(2087), 재봉 작업대(2286), 밀리라 재단 작업대(2609)",T:Milira_Hood
밀리라 요리사 모자,4,전기 재봉 작업대,348,"전기 재봉 작업대(348), 재봉 작업대(381), 밀리라 재단 작업대(435), 밀리라 중력 직조기(476)",T:Milira_ImperiumChefHat
밀리라 용살대궁,2,밀리라 중력 직조기,21429,"밀리라 중력 직조기(21429), 태양 용광로(64286)",T:Milira_DragonslayerGreatbow_II
밀리라 용살창,2,밀리라 중력 직조기,20000,"밀리라 중력 직조기(20000), 태양 용광로(60000)",T:Milira_DragonslayerSpear
밀리라 우비,3,전기 재봉 작업대,3130,"전기 재봉 작업대(3130), 재봉 작업대(3429), 밀리라 재단 작업대(3913)",T:DL_Milira_DellinAttire
밀리라 우아한 가운,3,전기 재봉 작업대,2087,"전기 재봉 작업대(2087), 재봉 작업대(2286), 밀리라 재단 작업대(2609)",T:Milira_DelicateDressB
밀리라 원자력 축전지,1,밀리라 범용 작업대,2609,밀리라 범용 작업대(2609),T:Milira_CapacitorIII
밀리라 월광 대검,2,밀리라 중력 직조기,20000,"밀리라 중력 직조기(20000), 태양 용광로(60000)",T:Milira_MoonLightGreatSword
밀리라 위상 통신 배열 헤드셋,3,전기 재봉 작업대,1878,"전기 재봉 작업대(1878), 재봉 작업대(2057), 밀리라 재단 작업대(2348)",T:Milira_PhaseControlMatrix
밀리라 전통복 (A형),3,전기 재봉 작업대,1565,"전기 재봉 작업대(1565), 재봉 작업대(1714), 밀리라 재단 작업대(1957)",T:Milira_BasicDressI
밀리라 전통복 (B형),3,전기 재봉 작업대,1565,"전기 재봉 작업대(1565), 재봉 작업대(1714), 밀리라 재단 작업대(1957)",T:Milira_BasicDressII
밀리라 전통복 (C형),3,전기 재봉 작업대,1565,"전기 재봉 작업대(1565), 재봉 작업대(1714), 밀리라 재단 작업대(1957)",T:Milira_BasicDressIII
밀리라 전투 드론: 섬광탄,1,밀리라 드론 인쇄기,2609,밀리라 드론 인쇄기(2609),T:Milira_CombatDrone_StunImpulseLauncher
밀리라 전투 드론: 소이탄,1,밀리라 드론 인쇄기,2609,밀리라 드론 인쇄기(2609),T:Milira_CombatDrone_IncendiaryGrenadeLauncher
밀리라 전투 드론: 펄스탄,1,밀리라 드론 인쇄기,2609,밀리라 드론 인쇄기(2609),T:Milira_CombatDrone_EMPLauncher
밀리라 전투 마스크,2,밀리라 중력 직조기,11429,"밀리라 중력 직조기(11429), 태양 용광로(34286)",T:Milira_CombatantMask
밀리라 전투 코트,2,밀리라 중력 직조기,2857,"밀리라 중력 직조기(2857), 태양 용광로(8571)",T:Milira_CombatantCoat
밀리라 전투망치,1,태양 용광로,60000,태양 용광로(60000),T:Milira_Hammer
밀리라 제국 월계관,4,전기 재봉 작업대,348,"전기 재봉 작업대(348), 재봉 작업대(381), 밀리라 재단 작업대(435), 밀리라 중력 직조기(476)",T:Milira_ImperiumOrdinaryHatIII
밀리라 조종사 선글라스,4,전기 재봉 작업대,348,"전기 재봉 작업대(348), 재봉 작업대(381), 밀리라 재단 작업대(435), 밀리라 중력 직조기(476)",T:Milira_PilotSunglasses
밀리라 조종사 선글라스 (내려씀),4,전기 재봉 작업대,348,"전기 재봉 작업대(348), 재봉 작업대(381), 밀리라 재단 작업대(435), 밀리라 중력 직조기(476)",T:Milira_PilotSunglassesIII
밀리라 조종사 선글라스 (머리 위),4,전기 재봉 작업대,348,"전기 재봉 작업대(348), 재봉 작업대(381), 밀리라 재단 작업대(435), 밀리라 중력 직조기(476)",T:Milira_PilotSunglassesII
밀리라 차양 모자,3,전기 재봉 작업대,1043,"전기 재봉 작업대(1043), 재봉 작업대(1143), 밀리라 재단 작업대(1304)",T:Milira_SunHat
밀리라 창,1,태양 용광로,60000,태양 용광로(60000),T:Milira_Spear
밀리라 천둥 망치,2,밀리라 중력 직조기,20000,"밀리라 중력 직조기(20000), 태양 용광로(60000)",T:Milira_Hammer_Pirate
밀리라 초연산팩,1,밀리라 범용 작업대,2609,밀리라 범용 작업대(2609),T:Milira_SupercomputingPack
밀리라 칼리스토 아머,2,밀리라 중력 직조기,11429,"밀리라 중력 직조기(11429), 태양 용광로(34286)",T:Milira_PirateArmor
밀리라 칼리스토 헤드셋,2,밀리라 중력 직조기,5714,"밀리라 중력 직조기(5714), 태양 용광로(17143)",T:Milira_PirateHeadSet
밀리라 캐쥬얼 의상,3,전기 재봉 작업대,2087,"전기 재봉 작업대(2087), 재봉 작업대(2286), 밀리라 재단 작업대(2609)",T:Milira_DelicateDressD
밀리라 코르셋 드레스,3,전기 재봉 작업대,2087,"전기 재봉 작업대(2087), 재봉 작업대(2286), 밀리라 재단 작업대(2609)",T:Milira_DelicateDressF
밀리라 코르셋 치마,3,전기 재봉 작업대,2087,"전기 재봉 작업대(2087), 재봉 작업대(2286), 밀리라 재단 작업대(2609)",T:Milira_DelicateDressE
밀리라 쾌검,1,밀리라 범용 작업대,12174,밀리라 범용 작업대(12174),T:Milira_SwiftBlade
밀리라 톱날검,1,밀리라 범용 작업대,12174,밀리라 범용 작업대(12174),T:Milira_SawBlade
밀리라 포세이돈 모듈,2,밀리라 중력 직조기,5714,"밀리라 중력 직조기(5714), 태양 용광로(17143)",T:Milira_PoseidonHeadset
밀리라 포세이돈 파워 아머,2,밀리라 중력 직조기,11429,"밀리라 중력 직조기(11429), 태양 용광로(34286)",T:Milira_HeavyPowerArmor
밀리라 프로토타입 기어: 사이클롭스,1,태양 용광로,21429,태양 용광로(21429),T:Milira_ConceptWeaponry_Cyclops
밀리라 프린터건,2,밀리라 중력 직조기,5952,"밀리라 중력 직조기(5952), 태양 용광로(17857)",T:Milira_PrinterGun
밀리라 하이웨이스트 주름치마,3,전기 재봉 작업대,2087,"전기 재봉 작업대(2087), 재봉 작업대(2286), 밀리라 재단 작업대(2609)",T:Milira_DelicateDressG
밀리라 함선 축전지,1,태양 용광로,2857,태양 용광로(2857),T:Milira_StarshipBattery
밀리라 확장 축전지,1,밀리라 범용 작업대,2609,밀리라 범용 작업대(2609),T:Milira_CapacitorII
밀리라의 레이피어,1,태양 용광로,60000,태양 용광로(60000),T:Milira_Rapier
밀리라의 부서진 대검,2,밀리라 중력 직조기,20000,"밀리라 중력 직조기(20000), 태양 용광로(60000)",T:Milira_ShatteredGreatSword
밀리라의 천둥창,2,밀리라 중력 직조기,20000,"밀리라 중력 직조기(20000), 태양 용광로(60000)",T:Milira_Spear_Pirate
밀리언 가드 갑옷,1,밀리라 범용 작업대,2609,밀리라 범용 작업대(2609),T:Milian_GuardArmor
밀리언 가디언 갑옷,1,밀리라 범용 작업대,2609,밀리라 범용 작업대(2609),T:Milian_GuardianArmor
밀리언 경량 방탄갑옷,1,밀리라 범용 작업대,1304,밀리라 범용 작업대(1304),T:Milian_LightArmor
밀리언 고글,1,밀리라 범용 작업대,1043,밀리라 범용 작업대(1043),T:Milian_Goggle
밀리언 고양이 귀 머리띠,1,밀리라 범용 작업대,326,밀리라 범용 작업대(326),T:Dellin_Milian_MaidHatII
밀리언 깃털 방패,1,밀리라 범용 작업대,4565,밀리라 범용 작업대(4565),T:Milian_FeatherShapeShield
밀리언 나이트 방패,1,밀리라 범용 작업대,3913,밀리라 범용 작업대(3913),T:Milian_KnightShield
밀리언 내의,3,전기 재봉 작업대,557,"전기 재봉 작업대(557), 재봉 작업대(610), 밀리라 재단 작업대(696)",T:Milian_Lining
밀리언 동력 핵,1,밀리라 범용 작업대,522,밀리라 범용 작업대(522),T:Milira_MilianReactor
밀리언 레인저 갑옷,1,밀리라 범용 작업대,2609,밀리라 범용 작업대(2609),T:Milian_RangerArmor
밀리언 레인저 갑옷 츠바이,1,밀리라 범용 작업대,2609,밀리라 범용 작업대(2609),T:Dellin_Milian_RangerArmor_Maid
밀리언 룩 갑옷,1,밀리라 범용 작업대,2609,밀리라 범용 작업대(2609),T:Milian_RookArmor
밀리언 룩 마스크,1,밀리라 범용 작업대,2609,밀리라 범용 작업대(2609),T:Milian_RookMask
밀리언 메이드 머리띠,1,밀리라 범용 작업대,326,밀리라 범용 작업대(326),T:Dellin_Milian_MaidHat
밀리언 메이드복,1,밀리라 범용 작업대,435,밀리라 범용 작업대(435),T:Dellin_Milian_MaidAttire
밀리언 방탄 망토,1,밀리라 범용 작업대,1304,밀리라 범용 작업대(1304),T:Milian_BishopCloak
밀리언 분석 헤드셋,1,밀리라 범용 작업대,1304,밀리라 범용 작업대(1304),T:Milian_BishopHeadset
밀리언 뿔 달린 왕관,1,밀리라 범용 작업대,2348,밀리라 범용 작업대(2348),T:Milian_KnightHeadsetIII
밀리언 사이클롭스 게이트 방패,1,밀리라 범용 작업대,10435,밀리라 범용 작업대(10435),T:Milian_RookShield
밀리언 사일런트 헌터 망토,1,밀리라 범용 작업대,2348,밀리라 범용 작업대(2348),T:Milian_SilentHunterCloak
밀리언 사일런트 헌터 후드,1,밀리라 범용 작업대,1957,밀리라 범용 작업대(1957),T:Milian_SilentHunterHood
밀리언 성채 갑옷,1,밀리라 범용 작업대,2609,밀리라 범용 작업대(2609),T:Milian_CitadelArmor
밀리언 수호자 갑옷 츠바이,1,밀리라 범용 작업대,2609,밀리라 범용 작업대(2609),T:Dellin_Milian_GuardianArmor_Maid
밀리언 스토커 갑옷,1,밀리라 범용 작업대,3913,밀리라 범용 작업대(3913),T:Milian_StalkerArmor
밀리언 스트라이커 갑옷,1,밀리라 범용 작업대,3913,밀리라 범용 작업대(3913),T:Milian_StrikerArmor
밀리언 스트라이커 투구,1,밀리라 범용 작업대,3913,밀리라 범용 작업대(3913),T:Milian_StrikerHelmet
밀리언 스포츠 헤드셋,1,밀리라 범용 작업대,2348,밀리라 범용 작업대(2348),T:Milian_KnightHeadsetII
밀리언 유도 지휘봉,1,밀리라 범용 작업대,5217,밀리라 범용 작업대(5217),T:Milian_PivotScepter
밀리언 의전 지팡이,1,밀리라 범용 작업대,2348,밀리라 범용 작업대(2348),T:Milian_BishopScepter
밀리언 장갑 고글,1,밀리라 범용 작업대,1304,밀리라 범용 작업대(1304),T:Milian_GoggleArmored
밀리언 장거리 입자 저격소총,1,밀리라 범용 작업대,7826,밀리라 범용 작업대(7826),T:Milian_ParticleLongRangeSniper
밀리언 지휘 망토,1,밀리라 범용 작업대,1304,밀리라 범용 작업대(1304),T:Milian_ConductorCloakAC
밀리언 지휘 헤드셋,1,밀리라 범용 작업대,1957,밀리라 범용 작업대(1957),T:Milian_ConductorHeadSetAC
밀리언 지휘봉,1,밀리라 범용 작업대,6087,밀리라 범용 작업대(6087),T:Milian_ConductorRod
밀리언 추적자 갑옷 츠바이,1,밀리라 범용 작업대,3913,밀리라 범용 작업대(3913),T:Dellin_Milian_StalkerArmor_Maid
밀리언 통신 헤드셋,1,밀리라 범용 작업대,1957,밀리라 범용 작업대(1957),T:Milian_KnightHeadset
밀리언 팔라딘 갑옷,1,밀리라 범용 작업대,3913,밀리라 범용 작업대(3913),T:Milian_PaladinArmor
밀리언 팔라딘 갑옷 츠바이,1,밀리라 범용 작업대,3913,밀리라 범용 작업대(3913),T:Dellin_Milian_PaladinArmor_Maid
밀리언 포트리스 갑옷,1,밀리라 범용 작업대,3913,밀리라 범용 작업대(3913),T:Milian_FortressArmor
밀리언 피벗 망토,1,밀리라 범용 작업대,2348,밀리라 범용 작업대(2348),T:Milian_PivotCloak
밀리언 피벗 헤드셋,1,밀리라 범용 작업대,1957,밀리라 범용 작업대(1957),T:Milian_PivotHeadSet
밀리터,1,메카노이드 배양기,1800,메카노이드 배양기(1800),T:Mech_Militor
바냐,1,메카노이드 배양기,1800,메카노이드 배양기(1800),T:Mech_Vaniya
바람막이,2,전기 재봉 작업대,1739,"전기 재봉 작업대(1739), 재봉 작업대(1905)",T:Apparel_Duster
바위 피부,1,조립 작업대,4522,조립 작업대(4522),T:StoneskinGland
바지,2,전기 재봉 작업대,278,"전기 재봉 작업대(278), 재봉 작업대(305)",T:Apparel_Pants
반발 수류탄 벨트,1,밀리라 범용 작업대,2609,밀리라 범용 작업대(2609),T:Milira_Apparel_RepulsiveGrenade
발레리안(쥐오줌풀) 달인 물,4,전기 스토브,681,"전기 스토브(681), 스토브(681), 태양 조리대(1185), 모닥불(1391)",T:VV_ValerianDecoction
발화 브레이커,1,밀리라 범용 작업대,14130,밀리라 범용 작업대(14130),T:PLAMilira_Solar_Breaker
방독면,1,기계 작업대,1043,기계 작업대(1043),T:Apparel_GasMask
방사선 권총,1,밀리라 범용 작업대,7391,밀리라 범용 작업대(7391),T:Milira_RayPistol
방사선 소총,1,밀리라 범용 작업대,8261,밀리라 범용 작업대(8261),T:Milira_RayRifle
방탄 유리,1,조립 작업대,70,조립 작업대(70),T:RB_BallisticGlass
방탄모,3,기계 작업대,557,"기계 작업대(557), 전기 단조 작업대(557), 단조 작업대(557)",T:Apparel_SimpleHelmet
방탄바지,1,기계 작업대,1565,기계 작업대(1565),T:Apparel_FlakPants
방탄재킷,1,기계 작업대,2435,기계 작업대(2435),T:Apparel_FlakJacket
방탄조끼,1,기계 작업대,1565,기계 작업대(1565),T:Apparel_FlakVest
배노메트릭 발전기,1,초월공학 작업대,9259,초월공학 작업대(9259),T:VanometricPowerCell
번화계 부검,1,부검 테이블,2500,부검 테이블(2500),R:AutopsyGlitterworld
번화계 약품,1,밀리라 범용 작업대,87,밀리라 범용 작업대(87),T:MedicineUltratech
벙거지 모자,2,전기 재봉 작업대,209,"전기 재봉 작업대(209), 재봉 작업대(229)",T:Apparel_Flophat
베레모,2,전기 재봉 작업대,696,"전기 재봉 작업대(696), 재봉 작업대(762)",T:Apparel_Beret
보조 전자기 가속 레일,1,CMC 주조 가공대,394,CMC 주조 가공대(394),T:CMC_Accessory_EMBooster
보존 식량,3,전기 스토브,153,"전기 스토브(153), 스토브(153), 태양 조리대(267)",T:MealSurvivalPack
보호막 벨트,1,기계 작업대,2435,기계 작업대(2435),T:Apparel_ShieldBelt
보호막 플로트 유닛팩,2,밀리라 범용 작업대,2609,"밀리라 범용 작업대(2609), 밀리라 드론 인쇄기(2609)",T:Milira_FloatUnitPack_Shield
볼트 SMG,2,밀리라 중력 직조기,21429,"밀리라 중력 직조기(21429), 태양 용광로(64286)",T:Milira_VoltSMG
볼트액션 소총,1,기계 작업대,2087,기계 작업대(2087),T:Gun_BoltActionRifle
부르카,2,전기 재봉 작업대,696,"전기 재봉 작업대(696), 재봉 작업대(762)",T:Apparel_Burka
부식성 심장,1,생체강 성형 작업대,1361,생체강 성형 작업대(1361),T:CorrosiveHeart
부신의 심장,1,생체강 성형 작업대,1361,생체강 성형 작업대(1361),T:AdrenalHeart
부족 쓰개,3,전기 재봉 작업대,1043,"전기 재봉 작업대(1043), 재봉 작업대(1143), 간이 제작 장소(5455)",T:Apparel_TribalHeaddress
부품,4,중력 단조대,486,"중력 단조대(486), 조립 벤치(870), 조립 작업대(870), 밀리라 범용 작업대(1087)",T:ComponentIndustrial
부활 고급/초경량 메카노이드,1,고급 메카 배양기,1800,고급 메카 배양기(1800),R:ResurrectAdvancedLightMech
분노의 룬 I,1,룬 작업대,800,룬 작업대(800),T:Isekai_Rune_Fury
분노의 룬 II,1,룬 작업대,1040,룬 작업대(1040),T:Isekai_Rune_Fury_II
분노의 룬 III,1,룬 작업대,1280,룬 작업대(1280),T:Isekai_Rune_Fury_III
분노의 룬 IV,1,룬 작업대,1600,룬 작업대(1600),T:Isekai_Rune_Fury_IV
분노의 룬 V,1,룬 작업대,2000,룬 작업대(2000),T:Isekai_Rune_Fury_V
분노의 칼날 (드라고니안 프리무스),2,전기 단조 작업대,3478,"전기 단조 작업대(3478), 단조 작업대(3478)",T:MeleeWeapon_DR_Rageblade_DP2Unofficial
분쇄석,1,전기로,2,전기로(2),T:OPC_CrushedStone
불꽃의 룬 I,1,룬 작업대,800,룬 작업대(800),T:Isekai_Rune_Flame
불꽃의 룬 II,1,룬 작업대,1040,룬 작업대(1040),T:Isekai_Rune_Flame_II
불꽃의 룬 III,1,룬 작업대,1280,룬 작업대(1280),T:Isekai_Rune_Flame_III
불꽃의 룬 IV,1,룬 작업대,1600,룬 작업대(1600),T:Isekai_Rune_Flame_IV
불꽃의 룬 V,1,룬 작업대,2000,룬 작업대(2000),T:Isekai_Rune_Flame_V
불사조 갑옷,1,조립 작업대,13043,조립 작업대(13043),T:Apparel_ArmorCataphractPhoenix
브림스톤 중기관총,2,밀리라 중력 직조기,21429,"밀리라 중력 직조기(21429), 태양 용광로(64286)",T:Milira_GaussMachinegun
비대한 힘 혈청,1,혈청 연구대,304,혈청 연구대(304),T:JuggernautSerum
비렐리아의 창,2,밀리라 중력 직조기,20000,"밀리라 중력 직조기(20000), 태양 용광로(60000)",T:Milira_Spear_Pirate_Enhanced
비르구스,1,대형 메카노이드 배양기,1800,대형 메카노이드 배양기(1800),T:TW_Mech_Birgus
비비안 스페셜,2,조립 작업대,9391,"조립 작업대(9391), 기계 작업대(9391)",T:Gun_VivianSpecial
비비안 어펜드,3,조립 작업대,243,"조립 작업대(243), 전기 단조 작업대(243), 단조 작업대(243)",T:VivianAppend
비비안 커스텀,1,기계 작업대,1043,기계 작업대(1043),T:Vivian_Custom
비비안스폰,1,메카노이드 배양기,1800,메카노이드 배양기(1800),T:Mech_Vivianspawn
비숍 I,1,밀리언 배양기,1800,밀리언 배양기(1800),T:Milian_Mechanoid_BishopI
비숍 II,1,밀리언 배양기,1800,밀리언 배양기(1800),T:Milian_Mechanoid_BishopII
비숍 밀리언 모델 소생,1,밀리언 배양기,1800,밀리언 배양기(1800),R:Milira_ResurrectMilian_Bishop
비시노에 부유 유닛 팩,2,밀리라 범용 작업대,2609,"밀리라 범용 작업대(2609), 밀리라 드론 인쇄기(2609)",T:PLAMilira_VisjnoePack
빈 인공자아 핵,1,중력 단조대,6892,중력 단조대(6892),T:EmptyAICore
빔 그레이저,1,조립 작업대,8174,조립 작업대(8174),T:Gun_BeamGraser
빔 리피터,1,조립 작업대,10435,조립 작업대(10435),T:Gun_BeamRepeater
사격 기술 훈련,1,훈련용 콘솔,2500,훈련용 콘솔(2500),R:TrainingConsoleShooting
사교 기술 훈련,1,훈련용 콘솔,2500,훈련용 콘솔(2500),R:TrainingConsoleSocial
사료,4,전기 도축 작업대,2,"전기 도축 작업대(2), 도축 작업대(8), 간이 도축 장소(8), 조미료 작업대(?)",T:Kibble
사암 석재,1,석재 절삭대,22,석재 절삭대(22),T:BlocksSandstone
사이더,1,대형 메카노이드 배양기,1800,대형 메카노이드 배양기(1800),T:Mech_Scyther
사이오닉 조율기,1,태양 용광로,14286,태양 용광로(14286),T:MEXY_Psyonic_Tuner
사이오닉 조율기 시제품,1,밀리라 범용 작업대,2174,밀리라 범용 작업대(2174),T:MEXY_Psyonic_Tuner_Prototype
사이코룩스 결정,2,밀리라 범용 작업대,1304,"밀리라 범용 작업대(1304), 입자 구축기(4500)",T:MEXY_PsycholuxCrystal
사이클롭스,1,대형 메카노이드 배양기,1800,대형 메카노이드 배양기(1800),T:Mech_Cyclops
사이클포친,1,약물 연구대,429,약물 연구대(429),T:Cyclepochin_DP2Unofficial
산탄총,1,기계 작업대,2087,기계 작업대(2087),T:Gun_PumpShotgun
삿갓,2,전기 재봉 작업대,313,"전기 재봉 작업대(313), 재봉 작업대(343)",T:Apparel_Shadecone
상급 서브코어,1,조립 작업대,1391,조립 작업대(1391),T:SubcoreHigh
생체강,1,약물 연구대,1,약물 연구대(1),T:Bioferrite
생체공학 귀,1,조립 작업대,4522,조립 작업대(4522),T:BionicEar
생체공학 꼬리,1,조립 작업대,4522,조립 작업대(4522),T:DR_BionicTail
생체공학 꼬리 (드라고니안 프리무스),1,조립 작업대,4522,조립 작업대(4522),T:DR_BionicTail_DP2Unofficial
생체공학 눈,1,조립 작업대,4522,조립 작업대(4522),T:BionicEye
생체공학 다리,1,조립 작업대,4522,조립 작업대(4522),T:BionicLeg
생체공학 드라고니안 꼬리,1,조립 작업대,4522,조립 작업대(4522),T:Dragonian_BionicTail_CD
생체공학 밀리라 날개,1,밀리라 범용 작업대,5652,밀리라 범용 작업대(5652),T:Milira_BionicWing
생체공학 심장,1,조립 작업대,4522,조립 작업대(4522),T:BionicHeart
생체공학 위,1,조립 작업대,4522,조립 작업대(4522),T:BionicStomach
생체공학 척추,1,조립 작업대,4522,조립 작업대(4522),T:BionicSpine
생체공학 턱,1,조립 작업대,4522,조립 작업대(4522),T:BionicJaw
생체공학 팔,1,조립 작업대,4522,조립 작업대(4522),T:BionicArm
생체공학 혀,1,조립 작업대,4522,조립 작업대(4522),T:BionicTongue
생체리듬 반감기,1,조립 작업대,4522,조립 작업대(4522),T:CircadianHalfCycler
생체리듬 보조기,1,조립 작업대,4522,조립 작업대(4522),T:CircadianAssistant
생체변이 창,1,생체강 성형 작업대,2165,생체강 성형 작업대(2165),T:Apparel_BiomutationLance
생체변이 파동기,1,생체강 성형 작업대,1979,생체강 성형 작업대(1979),T:BiomutationPulser
서리의 룬 I,1,룬 작업대,800,룬 작업대(800),T:Isekai_Rune_Frost
서리의 룬 II,1,룬 작업대,1040,룬 작업대(1040),T:Isekai_Rune_Frost_II
서리의 룬 III,1,룬 작업대,1280,룬 작업대(1280),T:Isekai_Rune_Frost_III
서리의 룬 IV,1,룬 작업대,1600,룬 작업대(1600),T:Isekai_Rune_Frost_IV
서리의 룬 V,1,룬 작업대,2000,룬 작업대(2000),T:Isekai_Rune_Frost_V
서티폭스,1,대형 메카노이드 배양기,1800,대형 메카노이드 배양기(1800),T:Mech_Thirtyfox
석재 만들기,1,석재 절삭대,444,석재 절삭대(444),R:Make_StoneBlocksAny
석회암 석재,1,석재 절삭대,22,석재 절삭대(22),T:BlocksLimestone
섬멸 폭풍,1,입자 구축기,35000,입자 구축기(35000),T:MEXY_Annihilation_Storm
성스러운 핵 - 아르고,1,밀리라 범용 작업대,696,밀리라 범용 작업대(696),T:PLAMilira_Star_Argo
성스러운 핵 - 알루드라,1,밀리라 범용 작업대,696,밀리라 범용 작업대(696),T:PLAMilira_Star_Aludra
성스러운 핵 - 텐고,1,밀리라 범용 작업대,696,밀리라 범용 작업대(696),T:PLAMilira_Star_Tengo
성운액,1,약물 연구대,257,약물 연구대(257),T:CO_Vacsop
세이렌,1,대형 메카노이드 배양기,1800,대형 메카노이드 배양기(1800),T:Mech_Seiren
센추리온,1,대형 메카노이드 배양기,1800,대형 메카노이드 배양기(1800),T:Mech_Centurion
센츄리온 아스널 배낭,2,조립 작업대,2435,"조립 작업대(2435), 기계 작업대(2435)",T:Centurion_Arsenal_Codex
센티피드 거너,1,대형 메카노이드 배양기,1800,대형 메카노이드 배양기(1800),T:Mech_CentipedeGunner
센티피드 버너,1,대형 메카노이드 배양기,1800,대형 메카노이드 배양기(1800),T:Mech_CentipedeBurner
센티피드 블래스터,1,대형 메카노이드 배양기,1800,대형 메카노이드 배양기(1800),T:Mech_CentipedeBlaster
셔츠,2,전기 재봉 작업대,470,"전기 재봉 작업대(470), 재봉 작업대(514)",T:Apparel_CollarShirt
셰퍼디,1,대형 메카노이드 배양기,1800,대형 메카노이드 배양기(1800),T:Mech_Shepherdi
소각기,1,생체강 성형 작업대,4948,생체강 성형 작업대(4948),T:Gun_Incinerator
소금,1,조미료 작업대,100,조미료 작업대(100),T:VCE_Salt
소방거품 등짐,1,기계 작업대,626,기계 작업대(626),T:Apparel_FirefoampopPack
소방거품탄,1,기계 작업대,139,기계 작업대(139),T:Shell_Firefoam
소이탄,1,기계 작업대,139,기계 작업대(139),T:Shell_Incendiary
소이탄 발사기,1,기계 작업대,3478,기계 작업대(3478),T:Gun_IncendiaryLauncher
소형 마나 코어,1,제련 작업대,40,제련 작업대(40),T:Isekai_SmallManaCore
소형 메카노이드 소생,1,메카노이드 배양기,1800,메카노이드 배양기(1800),R:ResurrectLightMech
소형 조각상,1,조소 작업대,5000,조소 작업대(5000),T:SculptureSmall
소형 플로트 유닛팩,2,밀리라 범용 작업대,2609,"밀리라 범용 작업대(2609), 밀리라 드론 인쇄기(2609)",T:Milira_FloatUnitPack
소형 핵융합로,2,조립 작업대,1043,"조립 작업대(1043), 서브코어 부호기(6000)",T:NCL_Microfusion_Reactor
소화강화 위,1,조립 작업대,4522,조립 작업대(4522),T:ReprocessorStomach
솔티 버스터,1,대형 메카노이드 배양기,1800,대형 메카노이드 배양기(1800),T:Mech_SortieBuster
솔티라이언,1,대형 메카노이드 배양기,1800,대형 메카노이드 배양기(1800),T:Mech_Sortie
쇼핑 리스트,2,무역 보고 장치,300,"무역 보고 장치(300), 무역 보고 증서(300)",T:ASShoppingList
수리 탐침기,1,기계 작업대,557,기계 작업대(557),T:RepairProbe
수호의 룬 I,1,룬 작업대,1500,룬 작업대(1500),T:Isekai_Rune_Bulwark
수호의 룬 II,1,룬 작업대,1950,룬 작업대(1950),T:Isekai_Rune_Bulwark_II
수호의 룬 III,1,룬 작업대,2400,룬 작업대(2400),T:Isekai_Rune_Bulwark_III
수호의 룬 IV,1,룬 작업대,3000,룬 작업대(3000),T:Isekai_Rune_Bulwark_IV
수호의 룬 V,1,룬 작업대,3750,룬 작업대(3750),T:Isekai_Rune_Bulwark_V
쉘 포트리스,1,대형 메카노이드 배양기,1800,대형 메카노이드 배양기(1800),T:TW_Mech_Shell_Fortification_Reforged
슈라이크,1,대형 메카노이드 배양기,1800,대형 메카노이드 배양기(1800),T:Mech_Shurike
스나이퍼 앤트,1,대형 메카노이드 배양기,1800,대형 메카노이드 배양기(1800),T:NCL_Mech_DinergateSniper
스마우굼,1,약물 연구대,429,약물 연구대(429),T:Smaugum_DP2Unofficial
스위피,1,메카노이드 배양기,1800,메카노이드 배양기(1800),T:Mech_Sweepy
스코처,1,대형 메카노이드 배양기,1800,대형 메카노이드 배양기(1800),T:Mech_Scorcher
스큐티저,1,대형 메카노이드 배양기,1800,대형 메카노이드 배양기(1800),T:NCL_Mech_Scutiger
스톰마리나,1,대형 메카노이드 배양기,1800,대형 메카노이드 배양기(1800),T:Mech_Marina
스톰마린 서브코어,1,서브코어 부호기,3000,서브코어 부호기(3000),T:SubcoreMarina
스트라이커,1,밀리언 배양기,1800,밀리언 배양기(1800),T:Milian_Mechanoid_RookIII
스트릭스,1,대형 메카노이드 배양기,1800,대형 메카노이드 배양기(1800),T:Mech_Strix
스틸비비안,1,대형 메카노이드 배양기,1800,대형 메카노이드 배양기(1800),T:Mech_Steelvivian
스피어 건 S-11,1,밀리라 범용 작업대,18478,밀리라 범용 작업대(18478),T:PLAMilira_Speargun
슬라이스 캡,2,전기 재봉 작업대,348,"전기 재봉 작업대(348), 재봉 작업대(381)",T:Apparel_Slicecap
시스티,1,대형 메카노이드 배양기,1800,대형 메카노이드 배양기(1800),T:Mech_Sisti
시체 화장,1,전기 화장터,32,전기 화장터(32),R:CremateCorpse
신경 석궁,2,생체강 성형 작업대,928,"생체강 성형 작업대(928), 간이 제작 장소(8182)",T:NerveSpiker
신경망,1,서브코어 부호기,2000,서브코어 부호기(2000),T:NCL_Neural_Weave
신더 채리엇,1,대형 메카노이드 배양기,1800,대형 메카노이드 배양기(1800),T:Mech_CChariot
