방/갑판,건물,defName,모드,x(좌상),y(좌상),가로,세로,작업칸,전력(W),연결 설비 수,연결 보너스
주방,냉장 적재함(대량),jdgg_RefCargoHold,Cargo Holds,104,50,1,2,,-300.0,,
주방,냉장 적재함(대량),jdgg_RefCargoHold,Cargo Holds,105,50,1,2,,-300.0,,
주방,냉장 적재함(대량),jdgg_RefCargoHold,Cargo Holds,106,50,1,2,,-300.0,,
주방,대형 스토브,VFE_TableStoveLarge,Vanilla Furniture Expanded - Production,106,59,2,5,"108,61",-700.0,7,작업 속도 계수 +100%
주방,도구 수납장,ToolCabinet,코어,113,66,1,2,,0.0,,
주방,바이스,HobbesLink_Vice,Even More Linkables Reupload,109,54,1,1,,0.0,,
주방,바이스,HobbesLink_Vice,Even More Linkables Reupload,111,55,1,1,,0.0,,
주방,산소 펌프,OxygenPump,Odyssey DLC,103,66,1,1,,-150.0,,
주방,산업용 오븐,HobbesLink_IndustrialOven,Even More Linkables Reupload,105,62,1,1,,-75.0,,
주방,산업용 오븐,HobbesLink_IndustrialOven,Even More Linkables Reupload,112,63,1,1,,-75.0,,
주방,산업용 오븐,HobbesLink_IndustrialOven,Even More Linkables Reupload,109,65,1,1,,-75.0,,
주방,소각로,HobbesLink_Incinerator,Even More Linkables Reupload,112,56,2,2,,-25.0,,
주방,소화 드론,ExtinguisherHunterDrone,Extinguisher Drone,107,50,1,1,,0.0,,
주방,전기 스토브,ElectricStove,코어,109,61,1,3,"108,62",-350.0,5,작업 속도 계수 +75%
주방,조미료 작업대,VCE_CondimentPrepTable,Vanilla Cooking Expanded,111,62,2,1,"111,63",0.0,7,작업 속도 계수 +100%
주방,주방 싱크대 수납장,VFE_KitchenSinkCabinet,Vanilla Furniture Expanded - Production,113,59,1,2,,0.0,,
주방,주방 컵보드,KitchenCupboard,More Linkables,109,60,1,1,,0.0,,
주방,주방 컵보드,KitchenCupboard,More Linkables,105,63,1,1,,0.0,,
주방,초월공학 스토브,MAG_ArchotechCookingStove,More Archotech Garbage (Continued),111,58,3,1,"112,59",0.0,6,작업 속도 계수 +110%
주방,초월공학 조리기,ArchoCookingAssistant,More Archotech Garbage (Continued),111,59,1,1,,0.0,,
주방,초월공학 조리기,ArchoCookingAssistant,More Archotech Garbage (Continued),110,59,1,1,,0.0,,
주방,컨베이어 벨트,HobbesLink_ConveyorBelt,Even More Linkables Reupload,110,60,1,3,,-25.0,,
주방,컨베이어 벨트,HobbesLink_ConveyorBelt,Even More Linkables Reupload,105,59,1,3,,-25.0,,
주방,컨베이어 벨트,HobbesLink_ConveyorBelt,Even More Linkables Reupload,109,55,1,3,,-25.0,,
주방,컨베이어 벨트,HobbesLink_ConveyorBelt,Even More Linkables Reupload,111,65,3,1,,-25.0,,
주방,통조림 기계,VCE_CanningMachine,Vanilla Cooking Expanded,109,58,1,1,"109,59",-85.0,10,작업 속도 계수 +165%
주방,튀김기,VCE_DeepFrier,Vanilla Cooking Expanded,110,65,1,1,"110,66",-100.0,7,작업 속도 계수 +100%
주방,향상된 캐비닛,ToolCabinetA,More Linkables,111,56,1,2,,0.0,,
중력구동기실,3D 프린터,HobbesLink_3DPrinter,Even More Linkables Reupload,71,67,1,1,,-435.0,,
중력구동기실,3D 프린터,HobbesLink_3DPrinter,Even More Linkables Reupload,75,67,1,1,,-435.0,,
중력구동기실,3D 프린터,HobbesLink_3DPrinter,Even More Linkables Reupload,70,67,1,1,,-435.0,,
중력구동기실,3D 프린터,HobbesLink_3DPrinter,Even More Linkables Reupload,76,67,1,1,,-435.0,,
중력구동기실,CNC 머신,HobbesLink_CNCMachine,Even More Linkables Reupload,69,67,1,2,,-300.0,,
중력구동기실,CNC 머신,HobbesLink_CNCMachine,Even More Linkables Reupload,77,67,1,2,,-300.0,,
중력구동기실,CNC 머신,HobbesLink_CNCMachine,Even More Linkables Reupload,72,64,1,2,,-300.0,,
중력구동기실,과학자 캐비닛,ToolCabinetC,More Linkables,71,63,2,1,,-250.0,,
중력구동기실,기계 캐비닛,ToolCabinetB,More Linkables,69,63,2,1,,0.0,,
중력구동기실,도구 수납장,ToolCabinet,코어,75,64,1,2,,0.0,,
중력구동기실,바이스,HobbesLink_Vice,Even More Linkables Reupload,76,65,1,1,,0.0,,
중력구동기실,바이스,HobbesLink_Vice,Even More Linkables Reupload,77,65,1,1,,0.0,,
중력구동기실,바이스,HobbesLink_Vice,Even More Linkables Reupload,70,72,1,1,,0.0,,
중력구동기실,바이스,HobbesLink_Vice,Even More Linkables Reupload,71,72,1,1,,0.0,,
중력구동기실,산소 펌프,OxygenPump,Odyssey DLC,64,74,1,1,,-150.0,,
중력구동기실,산소 펌프,OxygenPump,Odyssey DLC,63,73,1,1,,-150.0,,
중력구동기실,산업용 오븐,HobbesLink_IndustrialOven,Even More Linkables Reupload,77,70,1,1,,-75.0,,
중력구동기실,소각로,HobbesLink_Incinerator,Even More Linkables Reupload,70,64,2,2,,-25.0,,
중력구동기실,소화 드론,ExtinguisherHunterDrone,Extinguisher Drone,63,63,1,1,,0.0,,
중력구동기실,우주 시대 선반,HobbesLink_Spacer_Lathe,Even More Linkables Reupload,70,71,3,1,,-600.0,,
중력구동기실,조립 작업 수납장,VFE_FabricationCabinet,Vanilla Furniture Expanded - Production,75,63,2,1,,0.0,,
중력구동기실,조립 작업 수납장,VFE_FabricationCabinet,Vanilla Furniture Expanded - Production,77,63,2,1,,0.0,,
중력구동기실,중력 단조대,GravForge,GravTech,72,66,3,2,"73,65",-5000.0,15,작업 속도 계수 +470%
중력구동기실,중력 단조대,GravForge,GravTech,70,68,2,3,"69,69",-5000.0,15,작업 속도 계수 +470%
중력구동기실,중력 단조대,GravForge,GravTech,75,68,2,3,"77,69",-5000.0,16,작업 속도 계수 +480%
중력구동기실,중력구동기,GravEngine,Odyssey DLC,72,68,3,3,,12000.0,,
중력구동기실,컨베이어 벨트,HobbesLink_ConveyorBelt,Even More Linkables Reupload,74,71,3,1,,-25.0,,
중력구동기실,컨베이어 벨트,HobbesLink_ConveyorBelt,Even More Linkables Reupload,74,63,1,3,,-25.0,,
중력구동기실,컨베이어 벨트,HobbesLink_ConveyorBelt,Even More Linkables Reupload,69,70,1,3,,-25.0,,
중력구동기실,향상된 캐비닛,ToolCabinetA,More Linkables,69,64,1,2,,0.0,,
채굴실,공허 추출기,VoidMiner,Void Extractor虚空提取器,1,73,3,3,"2,76",-1000.0,,
채굴실,대형 적재함(대량),jdgg_MassCargoHold,Cargo Holds,5,83,5,5,,0.0,,
채굴실,산소 펌프,OxygenPump,Odyssey DLC,2,87,1,1,,-150.0,,
채굴실,산소 펌프,OxygenPump,Odyssey DLC,3,86,1,1,,-150.0,,
채굴실,심층 광맥 추출기,MiliraExpandedXY_DeepVeinExtractor,Milira Expanded - Future Technology,18,79,2,2,,-400.0,,
채굴실,심층 광맥 파쇄 채굴기,MiliraExpandedXY_AutoDeepVeinBreaker,Milira Expanded - Future Technology,1,83,2,2,,-800.0,,
채굴실,자동 공허 채굴기,AutoVoidMiner,Void Extractor虚空提取器,4,73,3,3,,-1000.0,,
채굴실,자동 공허 채굴기,AutoVoidMiner,Void Extractor虚空提取器,7,73,3,3,,-1000.0,,
채굴실,자동 공허 채굴기,AutoVoidMiner,Void Extractor虚空提取器,10,73,3,3,,-1000.0,,
채굴실,자동 공허 채굴기,AutoVoidMiner,Void Extractor虚空提取器,13,73,3,3,,-1000.0,,
채굴실,자동 공허 채굴기,AutoVoidMiner,Void Extractor虚空提取器,16,73,3,3,,-1000.0,,
채굴실,자동 공허 채굴기,AutoVoidMiner,Void Extractor虚空提取器,17,76,3,3,,-1000.0,,
채굴실,자동 공허 채굴기,AutoVoidMiner,Void Extractor虚空提取器,1,77,3,3,,-1000.0,,
채굴실,자동 공허 채굴기,AutoVoidMiner,Void Extractor虚空提取器,1,80,3,3,,-1000.0,,
채굴실,자동 물질 추출기,MiliraExpandedXY_AutoMatterExtractor,Milira Expanded - Future Technology,18,83,2,2,"19,82",-400.0,,
초월공학 작업실,"""토네이도"" 이온 회전포",MiliraImperiumTurret_MiniGun,Milira Faction: Milira Imperium,42,50,2,2,,0.0,,
초월공학 작업실,3D 프린터,HobbesLink_3DPrinter,Even More Linkables Reupload,36,52,1,1,,-435.0,,
초월공학 작업실,3D 프린터,HobbesLink_3DPrinter,Even More Linkables Reupload,37,52,1,1,,-435.0,,
초월공학 작업실,3D 프린터,HobbesLink_3DPrinter,Even More Linkables Reupload,32,57,1,1,,-435.0,,
초월공학 작업실,3D 프린터,HobbesLink_3DPrinter,Even More Linkables Reupload,32,59,1,1,,-435.0,,
초월공학 작업실,CNC 머신,HobbesLink_CNCMachine,Even More Linkables Reupload,32,60,2,1,,-300.0,,
초월공학 작업실,CNC 머신,HobbesLink_CNCMachine,Even More Linkables Reupload,39,52,1,2,,-300.0,,
초월공학 작업실,공업 선반,HobbesLink_Lathe,Even More Linkables Reupload,40,52,1,2,,-300.0,,
초월공학 작업실,과학자 캐비닛,ToolCabinetC,More Linkables,38,54,2,1,,-250.0,,
초월공학 작업실,기계 작업 수납장,VFE_MachiningCabinet,Vanilla Furniture Expanded - Production,32,61,2,1,,0.0,,
초월공학 작업실,기계 작업 수납장,VFE_MachiningCabinet,Vanilla Furniture Expanded - Production,26,53,2,1,,0.0,,
초월공학 작업실,기계 캐비닛,ToolCabinetB,More Linkables,40,54,2,1,,0.0,,
초월공학 작업실,기본 초월공학 제작대,BasicArchotechWorkbench,Archotech Expanded,36,53,3,1,"37,54",-600.0,14,작업 속도 계수 +340%
초월공학 작업실,대형 적재함(대량),jdgg_MassCargoHold,Cargo Holds,28,50,5,5,,0.0,,
초월공학 작업실,대형 초월공학 복제기,MAG_ArchoReproductorLarge,More Archotech Garbage (Continued),25,50,3,3,,0.0,,
초월공학 작업실,도구 수납장,ToolCabinet,코어,39,57,1,2,,0.0,,
초월공학 작업실,바이스,HobbesLink_Vice,Even More Linkables Reupload,33,54,1,1,,0.0,,
초월공학 작업실,바이스,HobbesLink_Vice,Even More Linkables Reupload,41,53,1,1,,0.0,,
초월공학 작업실,바이스,HobbesLink_Vice,Even More Linkables Reupload,31,61,1,1,,0.0,,
초월공학 작업실,산소 펌프,OxygenPump,Odyssey DLC,25,60,1,1,,-150.0,,
초월공학 작업실,산소 펌프,OxygenPump,Odyssey DLC,27,61,1,1,,-150.0,,
초월공학 작업실,산업용 오븐,HobbesLink_IndustrialOven,Even More Linkables Reupload,36,54,1,1,,-75.0,,
초월공학 작업실,소각로,HobbesLink_Incinerator,Even More Linkables Reupload,36,57,2,2,,-25.0,,
초월공학 작업실,소형 초월공학 복제기,MAG_ArchoReproductorMini,More Archotech Garbage (Continued),33,50,1,1,,0.0,,
초월공학 작업실,우주 시대 선반,HobbesLink_Spacer_Lathe,Even More Linkables Reupload,33,51,1,3,,-600.0,,
초월공학 작업실,원심분리기,HobbesLink_Centrifuge,Even More Linkables Reupload,42,53,1,1,,-25.0,,
초월공학 작업실,자원 조립기,SexyResourceDispenser,More Archotech Garbage (Continued),39,50,1,1,,0.0,,
초월공학 작업실,중형 초월공학 복제기,MAG_ArchoReproductorMedium,More Archotech Garbage (Continued),36,50,2,2,,0.0,,
초월공학 작업실,초월공학 복제기,ArchoReproductor,More Archotech Garbage (Continued),38,50,1,1,,0.0,,
초월공학 작업실,초월공학 사지 조립기,ArchoPartAssembler,More Archotech Garbage (Continued),40,50,1,1,,0.0,,
초월공학 작업실,초월공학 작업대,ArchBench,More Archotech Garbage (Continued),33,57,1,3,"32,58",0.0,13,작업 속도 계수 +315%
초월공학 작업실,초월인자 팩 조합기,MAG_ArchiteGenepackAssembler,More Archotech Garbage (Continued),41,50,1,1,,0.0,,
초월공학 작업실,향상된 캐비닛,ToolCabinetA,More Linkables,38,57,1,2,,0.0,,
추진기 갑판,고급 중력부양선 추진기,AdvShip_GravThruster,GravTech,56,115,3,3,,0.0,,
추진기 갑판,고급 중력부양선 추진기,AdvShip_GravThruster,GravTech,59,115,3,3,,0.0,,
추진기 갑판,고급 중력부양선 추진기,AdvShip_GravThruster,GravTech,62,115,3,3,,0.0,,
추진기 갑판,고급 중력부양선 추진기,AdvShip_GravThruster,GravTech,65,115,3,3,,0.0,,
추진기 갑판,고급 중력부양선 추진기,AdvShip_GravThruster,GravTech,68,115,3,3,,0.0,,
추진기 갑판,고급 중력부양선 추진기,AdvShip_GravThruster,GravTech,71,115,3,3,,0.0,,
추진기 갑판,고급 중력부양선 추진기,AdvShip_GravThruster,GravTech,74,115,3,3,,0.0,,
추진기 갑판,고급 중력부양선 추진기,AdvShip_GravThruster,GravTech,77,115,3,3,,0.0,,
추진기 갑판,고급 중력부양선 추진기,AdvShip_GravThruster,GravTech,80,115,3,3,,0.0,,
추진기 갑판,고급 중력부양선 추진기,AdvShip_GravThruster,GravTech,83,115,3,3,,0.0,,
추진기 갑판,고급 중력부양선 추진기,AdvShip_GravThruster,GravTech,86,115,3,3,,0.0,,
추진기 갑판,고급 중력부양선 추진기,AdvShip_GravThruster,GravTech,89,115,3,3,,0.0,,
충전 격납고 A,대역폭 확장기,BandNode,Biotech DLC,1,55,2,2,,-300.0,,
충전 격납고 A,대역폭 확장기,BandNode,Biotech DLC,18,56,2,2,,-300.0,,
충전 격납고 A,대역폭 확장기,BandNode,Biotech DLC,1,57,2,2,,-300.0,,
충전 격납고 A,대역폭 확장기,BandNode,Biotech DLC,18,58,2,2,,-300.0,,
충전 격납고 A,대역폭 확장기,BandNode,Biotech DLC,1,59,2,2,,-300.0,,
충전 격납고 A,대역폭 확장기,BandNode,Biotech DLC,18,60,2,2,,-300.0,,
충전 격납고 A,대형 메카노이드 충전기,StandardRecharger,Biotech DLC,3,50,3,2,"4,52",-400.0,,
충전 격납고 A,대형 메카노이드 충전기,StandardRecharger,Biotech DLC,6,50,3,2,"7,52",-400.0,,
충전 격납고 A,대형 메카노이드 충전기,StandardRecharger,Biotech DLC,11,50,3,2,"12,52",-400.0,,
충전 격납고 A,대형 메카노이드 충전기,StandardRecharger,Biotech DLC,14,50,3,2,"15,52",-400.0,,
충전 격납고 A,비비안의 충전기 A형,VivianRecharger,Silversol's maidnoid,1,50,1,2,"1,52",-250.0,,
충전 격납고 A,비비안의 충전기 A형,VivianRecharger,Silversol's maidnoid,9,50,1,2,"9,52",-250.0,,
충전 격납고 A,비비안의 충전기 A형,VivianRecharger,Silversol's maidnoid,17,50,2,1,"19,50",-250.0,,
충전 격납고 A,비비안의 충전기 B형,VivianRechargerB,Silversol's maidnoid,18,52,2,1,"18,51",-250.0,,
충전 격납고 A,비비안의 충전기 B형,VivianRechargerB,Silversol's maidnoid,1,53,2,1,"2,54",-250.0,,
충전 격납고 A,비비안의 충전기 B형,VivianRechargerB,Silversol's maidnoid,19,53,1,2,"18,54",-250.0,,
충전 격납고 A,산소 펌프,OxygenPump,Odyssey DLC,2,61,1,1,,-150.0,,
충전 격납고 A,산소 펌프,OxygenPump,Odyssey DLC,1,54,1,1,,-150.0,,
충전 격납고 A,중력장 확장기,GravFieldExtender,Odyssey DLC,2,51,1,1,,0.0,,
충전 격납고 B,대역폭 확장기,BandNode,Biotech DLC,1,65,2,2,,-300.0,,
충전 격납고 B,대역폭 확장기,BandNode,Biotech DLC,18,65,2,2,,-300.0,,
충전 격납고 B,대역폭 확장기,BandNode,Biotech DLC,1,67,2,2,,-300.0,,
충전 격납고 B,대역폭 확장기,BandNode,Biotech DLC,1,69,2,2,,-300.0,,
충전 격납고 B,대형 메카노이드 충전기,StandardRecharger,Biotech DLC,13,63,3,2,"14,65",-400.0,,
충전 격납고 B,대형 메카노이드 충전기,StandardRecharger,Biotech DLC,16,63,3,2,"17,65",-400.0,,
충전 격납고 B,드론 충전기,Milira_DroneRecharger,Milira Race,9,63,1,1,"9,64",-60.0,,
충전 격납고 B,드론 충전기,Milira_DroneRecharger,Milira Race,10,63,1,1,"10,64",-60.0,,
충전 격납고 B,드론 충전기,Milira_DroneRecharger,Milira Race,11,63,1,1,"11,64",-60.0,,
충전 격납고 B,드론 충전기,Milira_DroneRecharger,Milira Race,12,63,1,1,"12,64",-60.0,,
충전 격납고 B,밀리언 충전기,Milian_Recharger,Milira Race,1,63,1,1,,-240.0,,
충전 격납고 B,밀리언 충전기,Milian_Recharger,Milira Race,2,63,1,1,,-240.0,,
충전 격납고 B,밀리언 충전기,Milian_Recharger,Milira Race,3,63,1,1,,-240.0,,
충전 격납고 B,밀리언 충전기,Milian_Recharger,Milira Race,4,63,1,1,,-240.0,,
충전 격납고 B,밀리언 충전기,Milian_Recharger,Milira Race,5,63,1,1,,-240.0,,
충전 격납고 B,밀리언 충전기,Milian_Recharger,Milira Race,6,63,1,1,,-240.0,,
충전 격납고 B,밀리언 충전기,Milian_Recharger,Milira Race,7,63,1,1,,-240.0,,
충전 격납고 B,밀리언 충전기,Milian_Recharger,Milira Race,8,63,1,1,,-240.0,,
충전 격납고 B,비행 메이드 관제기,AT_FlagStation,Silversol's Azurtrail,19,67,1,1,,-250.0,,
충전 격납고 B,산소 펌프,OxygenPump,Odyssey DLC,3,71,1,1,,-150.0,,
치료실,메드포드,MedPodStandard,MedPod,119,50,3,3,,-500.0,,
치료실,메드포드,MedPodStandard,MedPod,125,50,3,3,,-500.0,,
치료실,메드포드,MedPodStandard,MedPod,128,50,3,3,,-500.0,,
치료실,메드포드,MedPodStandard,MedPod,119,53,3,3,,-500.0,,
치료실,산소 펌프,OxygenPump,Odyssey DLC,120,60,1,1,,-150.0,,
치료실,생체신호 모니터,VitalsMonitor,코어,126,54,1,1,,-80.0,,
치료실,생체신호 센터,Facility_VitalsCentre,Vanilla Furniture Expanded - Medical Module,122,52,3,2,,-150.0,,
치료실,수술 도구들,SurgicalInstruments,More Linkables,126,55,1,1,,0.0,,
치료실,수술 등,SurgicalLamp,More Linkables,125,53,1,1,,-400.0,,
치료실,수술 등,SurgicalLamp,More Linkables,128,54,1,1,,-400.0,,
치료실,수술대,Bed_OperatingTable,Vanilla Furniture Expanded - Medical Module,125,54,1,2,,0.0,5,"간호 품질 영향 +21%, 항체 생성 속도 계수 +15%, 수술 성공률 계수 +18%"
치료실,수술대,Bed_OperatingTable,Vanilla Furniture Expanded - Medical Module,127,54,1,2,,0.0,5,"간호 품질 영향 +21%, 항체 생성 속도 계수 +15%, 수술 성공률 계수 +18%"
치료실,수액걸이,Facility_IVDrip,Vanilla Furniture Expanded - Medical Module,128,55,1,1,,0.0,,
치료실,수액걸이,Facility_IVDrip,Vanilla Furniture Expanded - Medical Module,124,54,1,1,,0.0,,
치료실,해부 훈련대,OPC_MedTrainingTable,OP 편의 기능 모음 (OP Convenience),131,52,1,3,"130,53",0.0,,
킬존 회랑,산소 펌프,OxygenPump,Odyssey DLC,145,87,1,1,,-150.0,,
킬존 회랑,산소 펌프,OxygenPump,Odyssey DLC,145,48,1,1,,-150.0,,
폐기물·보호막실,고급 보호막 생성기,AdvShip_ShieldGenerator,GravTech,25,32,3,3,,-1100.0,,
폐기물·보호막실,산소 펌프,OxygenPump,Odyssey DLC,25,43,1,1,,-150.0,,
폐기물·보호막실,산소 펌프,OxygenPump,Odyssey DLC,27,44,1,1,,-150.0,,
폐기물·보호막실,폐기물 원자분해기,WastepackAtomizer,Biotech DLC,28,32,3,2,"29,34",-400.0,,
폐기물·보호막실,폐기물 원자분해기,WastepackAtomizer,Biotech DLC,31,32,3,2,"32,34",-400.0,,
화학 제작실,과학자 캐비닛,ToolCabinetC,More Linkables,133,78,1,2,,-250.0,,
화학 제작실,기계 캐비닛,ToolCabinetB,More Linkables,139,78,2,1,,0.0,,
화학 제작실,대형 적재함(대량),jdgg_MassCargoHold,Cargo Holds,139,73,5,5,,0.0,,
화학 제작실,도구 수납장,ToolCabinet,코어,137,77,1,2,,0.0,,
화학 제작실,산소 펌프,OxygenPump,Odyssey DLC,133,86,1,1,,-150.0,,
화학 제작실,소화 드론,ExtinguisherHunterDrone,Extinguisher Drone,137,73,1,1,,0.0,,
화학 제작실,양조대,Brewery,코어,143,80,1,3,"142,81",0.0,2,작업 속도 계수 +15%
화학 제작실,연료 정제기,BiofuelRefinery,코어,133,76,3,2,"134,78",-170.0,9,작업 속도 계수 +90%
화학 제작실,연료 정제기,BiofuelRefinery,코어,141,78,3,2,"142,80",-170.0,9,작업 속도 계수 +90%
화학 제작실,주방 컵보드,KitchenCupboard,More Linkables,140,81,1,1,,0.0,,
화학 제작실,주방 컵보드,KitchenCupboard,More Linkables,139,81,1,1,,0.0,,
화학 제작실,증류기,HobbesLink_Still,Even More Linkables Reupload,137,75,1,1,,-25.0,,
화학 제작실,탁상용 가열판,HobbesLink_TabletopStove,Even More Linkables Reupload,137,76,1,1,,-25.0,,
화학 제작실,탁상용 시험관 거치대,HobbesLink_TabletopLabTubeRack,Even More Linkables Reupload,135,78,1,1,,-25.0,,
화학 제작실,탁상용 원심분리기,HobbesLink_TabletopCentrifuge,Even More Linkables Reupload,137,74,1,1,,-25.0,,
화학 제작실,합성 연료 처리기,Spaceports_FuelProcessor,Rimsential - Spaceports (Continued),133,73,3,3,,-1000.0,,
화학 제작실,향상된 캐비닛,ToolCabinetA,More Linkables,141,80,1,2,,0.0,,
화학 제작실,회전 증발기,HobbesLink_Rotovape,Even More Linkables Reupload,139,79,2,2,,-75.0,,
세로 통로 1,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,46,0,1,1,,-240.0,,
세로 통로 1,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,46,112,1,1,,-240.0,,
세로 통로 1,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,48,0,1,1,,-240.0,,
세로 통로 2,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,99,0,1,1,,-240.0,,
세로 통로 2,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,99,112,1,1,,-240.0,,
세로 통로 2,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,101,0,1,1,,-240.0,,
가로 통로 1,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,1,45,1,1,,-240.0,,
가로 통로 1,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,1,49,1,1,,-240.0,,
가로 통로 1,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,2,45,1,1,,-240.0,,
가로 통로 2,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,1,88,1,1,,-240.0,,
가로 통로 2,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,1,92,1,1,,-240.0,,
가로 통로 2,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,2,88,1,1,,-240.0,,
거주 통로,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,72,9,1,1,,-240.0,,
코어 진입 통로,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,72,62,1,1,,-240.0,,
실체 구역 통로,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,102,25,1,1,,-240.0,,
서쪽 통로,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,21,22,1,1,,-240.0,,
서쪽 통로,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,23,22,1,1,,-240.0,,
서쪽 외곽 1,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,-6,-10,1,1,,-240.0,,
서쪽 외곽 2,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,-6,22,1,1,,-240.0,,
서쪽 외곽 3,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,-6,45,1,1,,-240.0,,
서쪽 외곽 4,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,-6,55,1,1,,-240.0,,
서쪽 외곽 4,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,-6,82,1,1,,-240.0,,
서쪽 외곽 5,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,-6,92,1,1,,-240.0,,
수경 농장,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,10,22,1,1,,-240.0,,
수경 농장,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,0,26,1,1,,-240.0,,
약품 가공실,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,3,45,1,1,,-240.0,,
수족관,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,25,22,1,1,,-240.0,,
수족관,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,25,31,1,1,,-240.0,,
폐기물·보호막실,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,25,45,1,1,,-240.0,,
폐기물·보호막실,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,26,45,1,1,,-240.0,,
충전 격납고 A,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,1,62,1,1,,-240.0,,
충전 격납고 A,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,2,49,1,1,,-240.0,,
충전 격납고 B,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,1,72,1,1,,-240.0,,
충전 격납고 B,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,2,72,1,1,,-240.0,,
채굴실,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,3,88,1,1,,-240.0,,
채굴실,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,4,88,1,1,,-240.0,,
초월공학 작업실,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,25,62,1,1,,-240.0,,
초월공학 작업실,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,26,62,1,1,,-240.0,,
무기고,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,25,75,1,1,,-240.0,,
무기고,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,26,75,1,1,,-240.0,,
메카 제작실,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,25,88,1,1,,-240.0,,
메카 제작실,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,26,88,1,1,,-240.0,,
개인 침실 1,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,50,18,1,1,,-240.0,,
개인 침실 2,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,61,18,1,1,,-240.0,,
개인 침실 3,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,50,27,1,1,,-240.0,,
개인 침실 4,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,61,27,1,1,,-240.0,,
개인 침실 5,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,76,18,1,1,,-240.0,,
개인 침실 6,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,87,18,1,1,,-240.0,,
개인 침실 7,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,76,27,1,1,,-240.0,,
개인 침실 8,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,87,27,1,1,,-240.0,,
개인 침실 9,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,50,36,1,1,,-240.0,,
개인 침실 10,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,61,36,1,1,,-240.0,,
개인 침실 11,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,76,36,1,1,,-240.0,,
개인 침실 12,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,87,36,1,1,,-240.0,,
개인 침실 13,I.T.C.V.S. 온도 조절 환기 시스템,CMC_WallTempController,,50,45,1,1,,-240.0,,
